webpage,loan_title,loan_description,loan_amount,interest_rate,repayment_period,loan_status,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication
http://www.we.com/loan/210001,30000,信用贷款，用于打印开店，短期周转，本人公务员，信用保证。,30000,12,9,0,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210002,借款购车,借款购车。。。。。。。。。。。。。。。。。。。。。。。。,30000,15,18,0,1,2,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,43,4,0,0,0,0,0
http://www.we.com/loan/210003,嘿咻，个人消费贷,初次借款只是希望累积信用度，本人正常公司职员上班，固定稳定收入，每月具有正常还款能力与责任。,10000,15,6,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,20,4,44,2,0,0,0,0,0
http://www.we.com/loan/210004,婚礼急转资金,因个人结婚 急需资金啊 分期还宽 啊1112121,10000,12,9,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210005,扩大经营，急需周转,本人大学毕业后自己创业，现在经营一家面积为105平米的便利店，因为生意不错，所以准备扩大经营，开一个分店，所以需要周转资金，陕西榆林地区的投资人，随时欢迎实地考察，诚信为主，绝不拖欠，保证按时还款。望各位投资人多多支持，80后，活的不容易。,70000,15,12,0,1,2,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,20,1,61,2,0,0,0,0,0
http://www.we.com/loan/210006,进货,进货。。。短期周转。。。。。。。。。。。,100000,11,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210007,网商借贷,本人全职淘宝店主，近期想增加库存，需要一笔资金！,30000,11,6,0,1,3,3,2,2,0,0,8000,0,0,0,0,0,4,1,0,1,0,0,0,34,3,1,0,0,0,0
http://www.we.com/loan/210008,扩大经营需要资金周转。,我经营超市，现在想扩大经营需要资金周转。,30000,15,12,0,1,1,1,2,9,0,0,0,0,0,0,0,0,6,0,0,0,0,18,1,34,2,0,1,0,0,0
http://www.we.com/loan/210009,消费,希望你们可以借给我这笔钱每月我会按时还款。,30000,15,24,0,1,3,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,2,44,2,0,0,0,0,0
http://www.we.com/loan/210010,住房装修,自己在公司上班，电子产品制造行业，工作收入稳定，贷款用于装修。经审核借款人所提供资料真实有效，符合人人贷的借款审核标准,10000,15,24,0,1,4,2,2,2,0,0,20000,0,0,0,0,0,3,1,0,0,0,8,4,44,4,0,0,0,0,0
http://www.we.com/loan/210011,经营,本企业扩大生产，用于经营周转.维持正常现金流转.,50000,11,6,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210012,公司资金周转,本人自有公司，运营正常，收入可观。现欲扩大规模，故申请贷款周转，还款能力充足，请大家放心。,120000,12,9,0,1,2,1,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,20,2,37,2,0,1,0,0,0
http://www.we.com/loan/210013,企业经营短期周转网络试贷,上海注册公司，从事小型行业管理软件的开发与销售，现为拓展市场，想通过网络平台筹集短期应急周转资金。上海地区已有客户200多家。有兴趣者欢迎投标。,25000,12,3,2,1,3,3,2,4,2,2,25000,50000,0,0,0,0,5,1,0,0,0,1,1,31,4,0,1,0,0,0
http://www.we.com/loan/210014,按时还款 绝不拖欠,资金周转，按时还款，绝不拖欠。本人信誉良好，无任何贷款逾期记录,30000,15,12,0,1,1,3,1,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,45,2,0,0,0,0,0
http://www.we.com/loan/210015,我要借款,1.23457E+59,3000,10,3,0,1,2,3,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,44,2,0,0,0,0,0
http://www.we.com/loan/210016,新房装修周转,新购住房由装修公司装修，目前现金有限，借款周转6月，年底还款。,50000,11,6,0,1,3,3,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,51,4,0,0,0,0,0
http://www.we.com/loan/210017,资金周转,本人有固定的工作，稳定的收入，还有和朋友合伙经营小生意，每月还款没有问题,100000,15,24,0,1,3,1,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,35,4,0,0,0,0,0
http://www.we.com/loan/210018,急用,本人急需一笔资金周转希望可以借到。肯定按时还款。。,15000,15,24,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210019,个人消费,"本人信用好，无不良记录,借款用于短期周转使用",50000,15,12,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210020,资金周转,用于公司资金周转，扩大公司经营，短时间内会尽快归还,5000,10,3,0,1,2,1,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,20,2,0,0,0,0,0,0,0
http://www.we.com/loan/210021,生意扩大经营,本人从事摩配生意3年了，为了生意扩大经营，需要增加库存，所以需要资金周转,100000,15,12,0,1,2,1,2,1,0,0,0,0,0,0,0,0,6,1,0,1,0,18,2,43,3,0,0,0,0,0
http://www.we.com/loan/210022,装修,我们公司办公区域设计装修，资金周转不开。,200000,15,12,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210023,急需资金周转,因急需一点资金周转下，只需要钱我在我手上过下手,3000,10,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210024,工伤期间 需要资金周转,各位借出人和审核人员 我是在广东佛山上班，上月工伤左手食指断了后接活了，现在工伤认定还没有下来，每月只发基本生活费，停工留薪期的工资要工伤认定定了停工留薪期才给我，最近家里又急用钱，因为之前老婆的奶奶胃癌动手术，资金紧张现在自己停工留薪期的工资和伤残赔偿还没拿到。希望大家多多自持，保证按时还款,10000,17,6,0,1,2,1,2,3,0,0,0,0,0,0,0,0,3,1,1,0,0,8,3,44,1,0,1,0,0,0
http://www.we.com/loan/210025,装修店面,项目资金周转 还钱是没有问题的 我是一个塌实肯吃苦的人,50000,11,6,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210026,给父母装修借款,打卡工资6000元/月以上，现金收入4000元/月。有偿还能力，请批准借款。,100000,15,24,0,1,3,2,2,3,0,0,0,0,0,0,0,0,4,1,0,1,0,18,3,14,2,0,0,0,0,0
http://www.we.com/loan/210027,扩大经营,为了扩大经营资金周转，累积信用。希望人人贷能够帮助解决。,10000,15,12,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210028,结婚所用感谢大家帮助,一生只结一次婚，我不想让我的婚礼太差了。绝对具有还款能力！！！！！！！！,70000,16,24,0,1,2,3,1,11,0,0,0,0,0,0,0,0,4,0,0,1,0,18,4,21,2,0,0,0,0,0
http://www.we.com/loan/210029,本人想投资，家人无力支持。,本人想投资创业，因家人无力支持，所以才向贵公司申请借款，望贵公司帮忙！,5000,15,12,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,19,2,42,2,0,0,0,0,0
http://www.we.com/loan/210030,装修急需,本人装修急需一些资金，希望贵公司批复，本人信誉良好，谢谢,20000,20,12,0,1,2,1,1,8,0,0,0,0,0,0,0,0,4,1,0,0,0,9,2,50,2,0,1,0,0,0
http://www.we.com/loan/210031,家电购买和日常消费,主要用于夏天家电的购买，还有日常的消费。,20000,15,18,0,1,2,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,17,2,45,1,0,0,0,0,0
http://www.we.com/loan/210032,个人创业贷款,个人创业 资金紧缺固贷款周转一段时间,100000,15,12,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210033,淘宝开店，短期周转,工作之余想在淘宝开个小店赚外快，谢谢帮助，定期还款,3000,12,9,0,1,2,1,1,4,0,0,0,0,0,0,0,0,3,1,1,0,0,8,2,37,2,0,0,0,0,0
http://www.we.com/loan/210034,买房资金不够想借款,本人想买房，首付需要15万左右，因资金不够，想借款3万元。,30000,15,24,0,1,2,1,1,2,0,0,0,0,0,0,0,0,3,0,0,1,1,13,3,21,2,0,0,0,0,0
http://www.we.com/loan/210035,狄娜杰克借款周转,本公司为正规注册，专注网络销售，进驻天猫 亚马逊 以及定期参加特卖活动！现为拓展业务，向贵公司借款。希望审核！,100000,15,12,0,1,3,2,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,44,3,0,0,0,0,0
http://www.we.com/loan/210036,借款,借款用于投资创业，信用记录良好，两年之内还本付息。,100000,15,24,0,1,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,8,4,61,2,0,0,0,0,0
http://www.we.com/loan/210037,创业贷款，需要5万元。,由于刚刚出来创业身边能周转的现钱不是很多，现在需要购买办公设备，租办公室，招人，购买产品，需要大约5万左右的钱，现正开发微信营销系统，这是下半年我司主要项目。本人诚信借款，会按时还款，希望大家支持我，也支持青少年创业。,50000,13,6,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,33,2,0,0,0,0,0
http://www.we.com/loan/210038,就要结婚了 想买一台车 谢谢,在工作单位两年 保底工资4000 提成高 快结婚了 想买一台车 还款能力没有问题 家里两套房子 希望可以帮帮忙 谢谢了,50000,18,24,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210039,房子装修,家里装修房子，急需贷款，信守承诺，按时还款。,50000,15,24,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210040,个人小额无抵押贷款,由于本人短期周转资金不足，我想申请个人小额贷款，我属于三无人员，无单位，无房产，无车，本人有工商银行储蓄卡和农业银行储蓄卡，我能提供的资料有个人身份证，结婚证，银行6个月内的流水证明，请问可以办理贷款业务吗？,5000,15,12,0,1,2,1,2,11,0,0,0,0,0,0,0,0,3,0,0,0,0,20,1,42,2,0,1,0,0,0
http://www.we.com/loan/210041,因业务需要 急需补充原材料,本公司是大连志强管业科技发展有限公司。因近期业务较多、需采购大量的原材料及产品配件、故公司的流动资金有些紧张。望广大网友多多给予支持。我们的信用一直很好、请你们放心去投注。谢谢你们了！,200000,15,12,2,3,4,1,2,7,4,4,0,840000,0,0,0,0,7,1,0,1,0,8,2,21,4,1,1,1,1,0
http://www.we.com/loan/210042,开分店，增加设备投入,本人经营一家婚纱摄影工作室。现在想扩大经营，开间儿童摄影馆，店面已经找好并签约，需要追加资金购买设备等投入。本人信誉良好。,20000,15,12,0,1,2,3,2,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,45,2,0,1,0,0,0
http://www.we.com/loan/210043,资金周转,我是做安防弱电系统器材批发及工程项目的，因业务扩大，现需资金周转,500000,18,24,0,1,2,1,2,1,0,0,0,0,0,0,0,0,5,1,0,1,0,1,2,42,3,0,0,0,0,0
http://www.we.com/loan/210044,个人消费,个人消费，家里做风水不够钱，希望平台能帮忙。,10000,15,18,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,44,1,0,0,0,0,0
http://www.we.com/loan/210045,经营贷款,"生意资金需要周转,茶叶需要进货资金不够，本人信用良好",300000,11,6,0,1,2,2,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,18,1,11,3,0,0,0,0,0
http://www.we.com/loan/210046,短期周转,短期周转，诚信为本，,5000,20,3,0,1,3,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,12,2,0,0,0,0,0,0,0
http://www.we.com/loan/210047,积累信誉,好借好还 在借不难 积累信誉 希望大家支持,60000,15,12,0,1,2,2,2,8,0,0,0,0,0,0,0,0,7,0,0,1,1,8,2,35,2,0,1,0,0,0
http://www.we.com/loan/210048,结婚用,本人由于结婚用钱，我现在打卡工资4000以上，每月可还款1500元左右。也有可能提前还款,30000,15,24,0,1,2,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,44,2,0,0,0,0,0
http://www.we.com/loan/210049,资金周转,用于业务上资金周转，本来资金都投资在别的项目上了，现在急需,100000,15,24,0,1,2,3,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,12,3,44,2,0,0,0,0,0
http://www.we.com/loan/210050,生意资金周转,生意稳定盈利中，经营状况非常好，现在扩大规模。缺资金周转。生意人，讲的就是个诚信。,500000,24,24,0,1,1,1,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,18,1,42,2,0,0,0,0,0
http://www.we.com/loan/210051,20000急需,急需借款，有借有还，希望这次可以通过。谢谢,20000,18,24,0,1,2,2,1,8,0,0,0,0,0,0,0,0,3,1,0,0,0,16,2,43,2,0,0,0,0,0
http://www.we.com/loan/210052,想包个装修工程,自己一直在工程装修材料公司上班有固定的装修工人。朋友介绍个人承包一个单元的现房装修工程。前期用点钱！,60000,15,24,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210053,为实现老婆的愿望请投资者帮忙,老婆一直有个愿望，想拥有自己的店铺，为了实现老婆的愿望给他一个惊喜，望投资者能帮兄弟一下，本人承诺在后按时，还款绝不拖欠。,30000,22,24,0,1,2,2,2,9,0,0,0,0,0,0,0,0,3,1,0,0,0,14,2,52,1,0,1,0,0,0
http://www.we.com/loan/210054,资金周转,本人因资金一下周转不过来，特来此处筹集。,50000,15,12,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210055,回家过端午节,"因母亲生病加上回家过端午节工资加起来不够,工资每月3千多，回家费用加上下个月生活费工资跟不上，所以在此借款3000块钱,下月工资发了就还款上来。",3000,10,3,0,1,2,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,10,2,42,2,0,0,0,0,0
http://www.we.com/loan/210056,诚心借款 按时还款,本人两皇冠网店，经营与销量一直不错，夏款衣服利薄，想借款屯货跑销量上活动冲3冠,8000,11,6,2,1,3,1,1,5,2,1,8000,16000,8259.2,8259.2,10,1,7,0,0,0,0,0,0,32,2,0,0,0,0,0
http://www.we.com/loan/210057,业余网店周转进货本人电信上班,业余网店周转进货本人电信上班每月有能力还款 本人黄浩伦家住乐山市五通桥区牛华镇胜利街5组，母亲黄吉连退休工人 贷款用余网店进货 朋友结婚赶分子钱 江湖救急 望各位帮忙 3天未满 申请流标,10000,12,9,0,1,2,1,1,4,0,0,0,0,0,0,0,0,3,0,0,1,0,1,4,51,1,0,0,0,0,0
http://www.we.com/loan/210058,我本人现在好需要钱，,关于我 我是一个借钱还钱的人，我说什么时候还就一定可以还、我很守信用的。 我想要使用这笔款项做什么 我是用来买材料装修家里的。 我的还款能力说明 我是一名销售员，每个月最少有5000元工资、,10000,17,9,0,1,1,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,18,2,44,1,0,0,0,0,0
http://www.we.com/loan/210059,贷款的力量,本人因资金短缺想申请此笔贷款去装修房子。,50000,15,12,0,1,2,1,2,1,0,0,0,0,0,0,0,0,5,1,0,0,0,4,1,33,2,0,0,0,0,0
http://www.we.com/loan/210060,投资,因为母亲生病住院花掉了我近两年的积蓄。所以就只有投资副业，才能多点收入。,30000,18.1,24,0,1,2,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,50,2,0,0,0,0,0
http://www.we.com/loan/210061,购车,有还款能力，麻烦帮忙，保证每月按时还款！！！,50000,15,24,0,1,2,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,21,2,0,0,0,0,0
http://www.we.com/loan/210062,怎么贷款这么难么,一次不行，二次不行。三次还不行？ 难道我还款这个没准么。一个月才多少钱,5000,11,6,0,1,2,1,1,5,0,0,0,0,0,0,0,0,4,1,1,0,0,8,4,22,3,0,0,0,0,0
http://www.we.com/loan/210063,消费与周转,个人消费与周转···也想试试网上贷款是否真实···,5000,20,12,0,1,2,1,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,44,1,0,0,0,0,0
http://www.we.com/loan/210064,购货车,货车拉原料往厂里边进货，每天2车，有500元进项。,100000,15,24,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210065,借钱,可审查有还款能力，绝对说到做到，寻求合作,50000,15,12,0,1,2,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,16,4,0,0,0,0,0,0,0
http://www.we.com/loan/210066,小试牛刀,第一次借款。希望大家多给些机会。信用比生命还重要。,3000,20,3,0,1,2,2,1,3,0,0,0,0,0,0,0,0,5,1,1,1,1,18,1,44,2,0,1,0,0,0
http://www.we.com/loan/210067,装修贷款,本人月收入20000以上，打卡流水15000左右，因装修急需100000，月还款10000以内无压力,100000,19,24,0,1,2,2,2,11,0,0,0,0,0,0,0,0,4,0,0,1,0,8,4,37,3,0,0,0,0,0
http://www.we.com/loan/210068,资金周转,借款用于周转，本人将按时还款，希望大家多多支持,250000,15,24,0,1,2,2,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,18,2,44,2,0,1,0,0,0
http://www.we.com/loan/210069,短期资金周转,急需周转，本人信用良好工作稳定，一定按时还款，请大家帮忙。,30000,20,24,0,1,1,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,19,2,45,3,0,0,0,0,0
http://www.we.com/loan/210070,汽车消费,宝宝出生了，给媳妇买台车，，近期资金不充沛，需要周转。,90000,12,9,0,1,1,2,2,2,0,0,0,0,0,0,0,0,5,0,0,1,1,17,4,21,1,0,0,0,0,0
http://www.we.com/loan/210071,经营周转,经营性流动资金借款，，，，，，，，，，，，，，，，，,10000,10,3,0,1,3,2,2,5,0,0,0,0,0,0,0,0,7,1,1,1,0,13,1,34,3,0,0,0,0,0
http://www.we.com/loan/210072,创业贷款,我是上班的，工作闲想筹点资金做个第二职业，希望贵公司给与支持，保证信誉第一。,40000,15,24,0,1,2,1,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,9,2,41,4,0,0,0,0,0
http://www.we.com/loan/210073,房屋装修,房子急等着装修入住，可是装修款还不够！就贷点款，希望早日下款,50000,15,24,0,1,4,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,4,2,37,2,0,0,0,0,0
http://www.we.com/loan/210074,购买iphone手机,"购买iphone手机,购买iphone手机,购买iphone手机",5000,10,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210075,放水养余,水到渠成。一个给人创业提供方便条件的好平台,30000,10,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210076,购买材料,本公司专业生产波峰焊。回流焊，生产线，涂装烤漆线，无尘净化车间等，www.aqyszdh.com，由于本公司刚刚和江南职业培训学校签订一份订购合同，合同内容为，订购我公司波峰焊，回流焊，生产线，无尘净化车间等，合同总额为120万，现借款人民币20万元用于购买材料周转望给予支持。,200000,10,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210077,生产周转,生产探伤设备，因投入较大、出货时间长，引起资金紧张，请大家支持我。谢谢！,100000,15,12,2,2,5,1,2,4,4,4,100000,380000,0,0,6,0,4,1,0,0,0,8,2,32,4,0,0,0,0,0
http://www.we.com/loan/210078,首次借款，只为信用，望支持,我在拍拍贷有借款标，我从来没有逾期，我有稳定的工作，在上海富士康科技集团上班，首次借款，希望大家多多支持，用行动证明能力，谢谢@,10000,18,24,0,1,2,1,1,10,0,0,0,0,0,0,0,0,3,1,0,0,0,8,4,31,1,0,1,0,0,0
http://www.we.com/loan/210079,建筑装饰材料店面扩大装修,店面升级，产品升级，扩大经营场地，装饰装修材料更加全面，目前有陶瓷，卫浴，木地板，壁纸，集成吊顶，成品套装门，店面扩大后将上装修用板材，油漆，涂料，五金，打造成综合型，一站式，一条龙服务的装饰材料购物超市,119500,15,24,0,1,3,2,2,13,0,0,0,0,0,0,0,0,4,1,0,0,0,12,1,65,1,0,0,0,0,0
http://www.we.com/loan/210080,资金周转,资金周转，借款期限6个月，额、每月还本金及利息17200元。,100000,11,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210081,短期资金周转,本公司建立于2002年，位于广东省，公司始终秉承“顾客至上、锐意进取”的经营理念，年产建筑模板约100万张，产品质量达到国内先进水平，谢谢理财者支持。,500000,15,12,0,5,3,4,2,11,2,2,500000,1000000,0,0,0,0,7,1,0,1,0,20,2,44,4,0,0,0,0,0
http://www.we.com/loan/210082,家里有事情,因家里有事情 所以才到人人贷这里先贷5000,5000,10,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210083,想购买些物品，一定按时还款,如于想帮家人购置些物品，急需短期周转下，希望能借到一些款，到还款时一定按时还上。谢谢,4000,15,3,0,1,2,1,1,4,1,1,4000,4000,0,0,8,0,4,0,0,0,0,8,2,44,4,0,0,0,0,0
http://www.we.com/loan/210084,生意需要周转,做生意需要周转，另一方面想要累积信用，预防以后急用。,20000,15,24,0,1,2,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,20,1,14,2,0,0,0,0,0
http://www.we.com/loan/210085,购置商品房,因本人正准备购置一套在建的商品房，手中资金尚缺15万元，所以想从贵平台借款，我的购房款共计65万元，本人自筹50万元尚缺15万元。,9000,20,9,3,1,3,2,2,1,1,0,9000,9000,8683.2,8683.2,9,1,3,1,0,1,0,7,2,14,4,0,1,0,0,0
http://www.we.com/loan/210086,皇冠店铺年中大促储备资金,皇冠店铺年中大促储备资金，已经成功借款一笔并且还清，信誉至上，和气生财！,10000,15,12,2,3,2,1,2,3,3,3,0,32000,0,0,0,0,4,1,1,0,0,0,0,11,3,0,0,0,0,0
http://www.we.com/loan/210087,借钱买房，现网贷款还款。,去年和朋友借钱（30W）在老家多购置房屋一套，现还有10W未还。在网贷10w还朋友。本人事业单位上班，有3套房屋房产土地证齐全，均无贷款。现在网贷6个月12万周转一下，第一次网贷看看能否成功。,120000,12,6,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210088,周转资金,我用来添加厨房设备手里资金不够用来周转，希望能借助人人贷的平台给予帮助谢谢,8000,12,9,0,1,2,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,19,1,23,2,0,0,0,0,0
http://www.we.com/loan/210089,资金周转,店内资金周转，橱柜电器生意，主要用于进货。,10000,10,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210090,借钱买家电,新房装修的差不多了，现在天气热了，暂时还差空调，冰箱等家用电器，孩子还小，希望他们有个好的环境，所以现在想贷款把家里提前弄好，让孩子在新房子里，健康快乐的成长。,100000,15,24,0,1,2,1,2,4,0,0,0,0,0,0,0,0,5,1,1,1,0,18,1,51,4,0,0,0,0,0
http://www.we.com/loan/210091,退伍军人自建场地发展养殖,退伍军人，中共党员，自身素质，值得信赖，工作稳定，月入六千，计划创业，自建场地，发展养殖，资金周转，一年半载，还清借款。,100000,20,24,0,1,2,1,2,12,0,0,0,0,0,0,0,0,4,1,0,0,0,11,1,42,2,0,1,0,0,0
http://www.we.com/loan/210092,周转借款,我有固定的工作和收入，一定按时还款，目前急需资金周转，希望大家支持。,50000,15,24,0,1,4,2,2,8,0,0,0,0,0,0,0,0,3,1,0,0,0,16,4,42,4,0,0,0,0,0
http://www.we.com/loan/210093,创业资金周转,创业期间，因资金短缺，需要周转，请给与帮助，谢谢！,200000,15,24,0,1,1,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,14,2,0,0,0,0,0
http://www.we.com/loan/210094,创业贷款,创业，追逐成就理想，体现人生价值。请大家支持我！谢谢！,80000,20,24,0,1,2,3,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,35,2,0,1,0,0,0
http://www.we.com/loan/210095,旅游经营,我现在和中旅旅行公司合作；缺乏资金望多多支持；谢谢,50000,15,12,0,1,2,1,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,19,3,51,2,0,0,0,0,0
http://www.we.com/loan/210096,购车,本人食品公司担任副总经理 无房贷 车贷 单位政策 换车补贴 本人现宝来 想换rav4 借款换车 还款没有压力,50000,15,24,0,1,3,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,20,2,37,2,0,0,0,0,0
http://www.we.com/loan/210097,急需一笔现金装修房,公司我家是大股东，我的钱都压到公司了，还有一些和朋友去做农资生意了，现阶段实在周转不开，信用卡套现也不好，部安全，希望你们能帮我。,50000,15,24,0,1,2,1,2,3,0,0,0,0,0,0,0,0,4,1,0,1,0,8,2,41,2,0,0,0,0,0
http://www.we.com/loan/210098,做生意,我想做个小本生意 有项目 没有资金 所以借款,200000,15,18,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210099,周转,因为母亲生病住院 需资金周转 特申请贷款,10000,10,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.we.com/loan/210100,短期周转,房屋装修，短期周转，工作稳定，还款无压力。,50000,10,3,0,1,3,1,2,4,0,0,0,0,0,0,0,0,3,1,0,0,0,16,4,15,4,0,0,0,0,0
http://www.we.com/loan/210101,信用借款,本人信用借款，，信用第一，，多多支持！！！,20000,20,9,0,1,2,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,16,2,14,2,0,0,0,0,0
http://www.we.com/loan/210102,学习资费,本人需要到驾校学习，由于时间限制，一时之间无法凑够相关资费，望贵公司给予批准。,5000,15,12,0,1,1,3,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,4,11,1,0,0,0,0,0
http://www.we.com/loan/210103,创业基金,用于店铺囤货，周转使用。因为个人已经购房，并且是全额付清，未在银行贷款。目前在店铺经营上面没有资金周转。特申请网络贷款。1年的贷款期限,10000,15,12,0,1,2,3,2,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,36,1,0,0,0,0,0
http://www.we.com/loan/210104,买车用钱,买车等着用钱，因为是银行有逾期不给办理分期付款，所以只能申请人人贷。,30000,11,6,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,37,2,0,0,0,0,0
http://www.we.com/loan/210105,公司借款 代理产品压货,本公司是一家线上线下同步销售批发的公司 公司旗下有1家天猫 1加阿里巴巴 10来家c店 公司线下批发业务涵盖了商超 零食店 批发市场 月销售额度在400万左右 现在公司为了扩大经营规模 增加代理品牌 需要一笔周转资金 希望大家多多支持,20000,10,3,2,2,2,1,1,3,3,3,24000,68000,0,0,0,0,7,1,1,1,0,0,0,50,4,1,0,0,1,0
